ContestOrder,Contest,Contest ID,Choice,Precinct,BallotsWith Contest,Votes,Overvoted WithVote for this Choice,Undervoted WithoutVote for this Choice,Ballots WithVotes for Others
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5004,"5,202","2,059",1,976,"2,166"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5006,"2,762","1,008",0,505,"1,249"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5007,"2,835","1,118",0,550,"1,167"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5008,"2,815","1,042",0,575,"1,198"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5106,"1,001",398,0,259,344
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5107,845,287,0,170,388
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5204,"2,682",898,0,619,"1,165"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4704,251,3,0,49,199
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4706,9,0,0,1,8
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4908,"1,735",8,0,345,"1,382"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4909,"3,356",11,0,616,"2,729"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4910,"2,641",6,1,583,"2,051"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4911,"3,169",13,0,640,"2,516"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5001,"2,850",15,0,555,"2,280"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5002,"5,363",18,0,"1,020","4,325"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5003,907,2,0,157,748
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5004,"5,202",13,0,976,"4,213"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5006,"2,762",5,0,505,"2,252"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5007,"2,835",8,0,550,"2,277"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5008,"2,815",11,0,575,"2,229"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5106,"1,001",4,0,259,738
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5107,845,1,0,170,674
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5204,"2,682",2,0,619,"2,061"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4704,251,14,0,57,180
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4706,9,0,0,1,8
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4908,"1,735",71,2,451,"1,211"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4909,"3,356",189,0,843,"2,324"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4910,"2,641",141,1,739,"1,760"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4911,"3,169",201,4,823,"2,141"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5001,"2,850",168,1,728,"1,953"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5002,"5,363",219,0,"1,362","3,782"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5003,907,35,0,215,657
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5004,"5,202",209,2,"1,372","3,619"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5006,"2,762",112,1,653,"1,996"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5007,"2,835",128,1,718,"1,988"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5008,"2,815",120,0,738,"1,957"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5106,"1,001",63,0,286,652
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5107,845,27,0,215,603
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5204,"2,682",118,5,698,"1,861"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4704,251,17,0,57,177
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4706,9,3,0,1,5
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4908,"1,735",210,1,451,"1,073"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4909,"3,356",365,1,843,"2,147"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4910,"2,641",214,2,739,"1,686"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4911,"3,169",346,4,823,"1,996"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5001,"2,850",256,0,728,"1,866"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5002,"5,363",707,2,"1,362","3,292"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5003,907,120,0,215,572
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5004,"5,202",650,2,"1,372","3,178"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5006,"2,762",392,1,653,"1,716"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5007,"2,835",357,1,718,"1,759"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5008,"2,815",343,0,738,"1,734"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5106,"1,001",87,0,286,628
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5107,845,104,0,215,526
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5204,"2,682",378,1,698,"1,605"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4704,251,43,0,57,151
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4706,9,3,0,1,5
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4908,"1,735",234,1,451,"1,049"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4909,"3,356",493,1,843,"2,019"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4910,"2,641",347,2,739,"1,553"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4911,"3,169",466,3,823,"1,877"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5001,"2,850",410,1,728,"1,711"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5002,"5,363",769,0,"1,362","3,232"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5003,907,125,0,215,567
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5004,"5,202",719,2,"1,372","3,109"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5006,"2,762",419,1,653,"1,689"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5007,"2,835",423,1,718,"1,693"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5008,"2,815",395,0,738,"1,682"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5106,"1,001",144,0,286,571
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5107,845,110,0,215,520
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5204,"2,682",383,1,698,"1,600"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,4704,251,68,0,57,126
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,4706,9,2,0,1,6
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,4908,"1,735",452,3,451,829
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,4909,"3,356",923,1,843,"1,589"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,4910,"2,641",739,3,739,"1,160"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,4911,"3,169",830,3,823,"1,513"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5001,"2,850",812,2,728,"1,308"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5002,"5,363","1,352",0,"1,362","2,649"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5003,907,258,1,215,433
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5004,"5,202","1,366",1,"1,372","2,463"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5006,"2,762",670,0,653,"1,439"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5007,"2,835",692,0,718,"1,425"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5008,"2,815",660,1,738,"1,416"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5106,"1,001",243,0,286,472
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5107,845,193,0,215,437
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Mario A Palmero,5204,"2,682",577,5,698,"1,402"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,4704,251,42,0,57,152
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,4706,9,0,0,1,8
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,4908,"1,735",262,1,451,"1,021"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,4909,"3,356",436,1,843,"2,076"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,4910,"2,641",358,2,739,"1,542"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,4911,"3,169",396,3,823,"1,947"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5001,"2,850",356,1,728,"1,765"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5002,"5,363",800,2,"1,362","3,199"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5003,907,123,1,215,568
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5004,"5,202",766,2,"1,372","3,062"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5006,"2,762",461,1,653,"1,647"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5007,"2,835",444,1,718,"1,672"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5008,"2,815",501,1,738,"1,575"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5106,"1,001",144,0,286,571
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5107,845,180,0,215,450
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Paul Drechsler,5204,"2,682",483,0,698,"1,501"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,4704,251,7,0,57,187
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,4706,9,0,0,1,8
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,4908,"1,735",40,0,451,"1,244"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,4909,"3,356",86,0,843,"2,427"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,4910,"2,641",83,0,739,"1,819"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,4911,"3,169",75,3,823,"2,268"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5001,"2,850",97,2,728,"2,023"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5002,"5,363",116,0,"1,362","3,885"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5003,907,23,0,215,669
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5004,"5,202",88,1,"1,372","3,741"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5006,"2,762",44,0,653,"2,065"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5007,"2,835",47,0,718,"2,070"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5008,"2,815",41,0,738,"2,036"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5106,"1,001",28,0,286,687
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Antonio Medel,5107,845,14,0,215,616
